Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length,Characters,Words,Corpus Name,Sentences,Type
0.00894,0.00236,0.00000,0.00038,0.00038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00246,0.03097,0.00009,0.00000,,0.00000,,0.00000,0.00000,,,302.15714,21151,8023,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.12.tess,70,
0.00728,0.00212,0.00000,0.00049,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00271,0.02963,0.00000,0.00000,,0.00000,,0.00000,0.00000,,,290.24286,20317,7746,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.13.tess,70,
0.00816,0.00240,0.00000,0.00034,0.00034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00316,0.02891,0.00000,0.00000,,0.00000,,0.00000,0.00000,,,312.69737,23765,8982,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.14.tess,76,
0.00999,0.00286,0.00000,0.00037,0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00352,0.02843,0.00008,0.00000,,0.00000,,0.00000,0.00000,,,309.38462,24132,9176,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.2.tess,78,
0.00770,0.00209,0.00000,0.00064,0.00064,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00323,0.02758,0.00007,0.00000,,0.00000,,0.00000,0.00000,,,258.44954,28171,10681,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.3.tess,109,
0.00939,0.00263,0.00000,0.00033,0.00033,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00282,0.02893,0.00009,0.00000,,0.00000,,0.00000,0.00000,,,239.24719,21293,8100,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.4.tess,89,
0.00988,0.00201,0.00000,0.00088,0.00088,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00348,0.03045,0.00000,0.00000,,0.00000,,0.00000,0.00000,,,280.89412,23876,9127,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.5.tess,85,
0.00867,0.00319,0.00000,0.00017,0.00017,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00446,0.02940,0.00000,0.00000,,0.00000,,0.00000,0.00000,,,255.82609,23536,8985,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.6.tess,92,
0.00816,0.00302,0.00000,0.00038,0.00038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00295,0.02904,0.00000,0.00000,,0.00000,,0.00000,0.00000,,,335.22785,26483,10060,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.7.tess,79,
0.00827,0.00193,0.00000,0.00006,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00292,0.02756,0.00011,0.00000,,0.00000,,0.00000,0.00000,,,297.42623,18143,6787,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.8.tess,61,
0.00815,0.00262,0.00000,0.00025,0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00362,0.02964,0.00000,0.00000,,0.00000,,0.00000,0.00000,,,320.50000,19871,7587,tesserae/texts/la/quintus_smyrnaeus.fall_of_troy/quintus_smyrnaeus.fall_of_troy.part.9.tess,62,
0.00141,0.00179,0.00004,0.00037,0.00037,0.00021,0.00071,0.00004,0.00004,0.00000,0.00000,0.00071,0.00008,0.00029,0.00062,0.00174,0.00033,0.00021,,0.00382,,0.00017,0.00021,,,111.00000,24087,4188,tesserae/texts/la/rutilius.de_reditu.tess,217,
0.00185,0.00582,0.00008,0.00117,0.00117,0.00138,0.00063,0.00031,0.00006,0.00002,0.00006,0.00017,0.00006,0.00044,0.00080,0.00440,0.00036,0.00009,,0.00535,,0.00030,0.00003,,,125.85236,63933,11306,tesserae/texts/la/sallust.catilina.tess,508,
0.00499,0.00376,0.00004,0.00042,0.00042,0.00076,0.00034,0.00008,0.00004,0.00000,0.00000,0.00013,0.00021,0.00059,0.00203,0.00486,0.00127,0.00000,,0.00583,,0.00072,0.00004,,,121.34872,23663,4305,tesserae/texts/la/sallust.histories.tess,195,
0.00171,0.00495,0.00006,0.00135,0.00135,0.00139,0.00065,0.00039,0.00004,0.00001,0.00001,0.00010,0.00003,0.00036,0.00079,0.00486,0.00018,0.00002,,0.00527,,0.00029,0.00004,,,132.56765,125409,22307,tesserae/texts/la/sallust.jugurtha.tess,946,
0.00096,0.00586,0.00030,0.00133,0.00133,0.00062,0.00078,0.00048,0.00004,0.00001,0.00000,0.00005,0.00003,0.00225,0.00084,0.00430,0.00018,0.00072,,0.00609,,0.00036,0.00114,,,168.11540,439958,76584,tesserae/texts/la/scriptores_historiae_augustae.historia_augusta.tess,2617,
0.00033,0.00505,0.00023,0.00151,0.00151,0.00052,0.00073,0.00039,0.00004,0.00001,0.00000,0.00003,0.00002,0.00215,0.00067,0.00476,0.00007,0.00070,,0.00563,,0.00032,0.00105,,,162.64521,98563,17008,tesserae/texts/la/scriptores_historiae_augustae.historia_augusta/scriptores_historiae_augustae.historia_augusta.part.1.books_1-5.tess,606,
0.00066,0.00551,0.00025,0.00132,0.00132,0.00057,0.00090,0.00052,0.00002,0.00000,0.00000,0.00003,0.00002,0.00169,0.00060,0.00446,0.00023,0.00057,,0.00561,,0.00037,0.00112,,,142.05186,87646,15117,tesserae/texts/la/scriptores_historiae_augustae.historia_augusta/scriptores_historiae_augustae.historia_augusta.part.2.books_6-10.tess,617,
0.00136,0.00723,0.00030,0.00132,0.00132,0.00062,0.00084,0.00062,0.00005,0.00000,0.00000,0.00003,0.00005,0.00236,0.00090,0.00422,0.00014,0.00084,,0.00742,,0.00046,0.00127,,,192.78593,63041,11085,tesserae/texts/la/scriptores_historiae_augustae.historia_augusta/scriptores_historiae_augustae.historia_augusta.part.3.books_11-15.tess,327,
0.00128,0.00598,0.00036,0.00125,0.00125,0.00070,0.00073,0.00047,0.00005,0.00002,0.00000,0.00007,0.00004,0.00252,0.00101,0.00401,0.00023,0.00075,,0.00610,,0.00035,0.00116,,,178.73290,190708,33374,tesserae/texts/la/scriptores_historiae_augustae.historia_augusta/scriptores_historiae_augustae.historia_augusta.part.4.books_16-21.tess,1067,
0.00356,0.00690,0.00040,0.00123,0.00123,0.00087,0.00079,0.00043,0.00000,0.00004,0.00002,0.00015,0.00002,0.00137,0.00209,0.00310,0.00197,0.00060,,0.00740,,0.00079,0.00051,,,76.02432,672207,128699,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales.tess,8842,
0.00499,0.00676,0.00050,0.00156,0.00156,0.00064,0.00120,0.00021,0.00000,0.00000,0.00000,0.00028,0.00000,0.00181,0.00173,0.00312,0.00181,0.00057,,0.00779,,0.00085,0.00064,,,71.88295,28250,5492,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.1.1-10.tess,393,
0.00230,0.00678,0.00032,0.00124,0.00124,0.00079,0.00085,0.00044,0.00000,0.00003,0.00003,0.00009,0.00000,0.00115,0.00197,0.00323,0.00193,0.00071,,0.00694,,0.00076,0.00042,,,81.14595,97294,18263,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.10.91-100.tess,1199,
0.00352,0.00574,0.00044,0.00127,0.00127,0.00108,0.00074,0.00047,0.00000,0.00008,0.00000,0.00017,0.00002,0.00146,0.00215,0.00247,0.00206,0.00068,,0.00691,,0.00069,0.00051,,,80.27174,59080,11086,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.11.101-110.tess,736,
0.00367,0.00719,0.00051,0.00145,0.00145,0.00141,0.00072,0.00040,0.00000,0.00003,0.00008,0.00017,0.00003,0.00158,0.00207,0.00298,0.00224,0.00030,,0.00719,,0.00077,0.00054,,,73.32840,59396,11543,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.12.111-120.tess,810,
0.00248,0.00743,0.00038,0.00195,0.00195,0.00098,0.00049,0.00034,0.00000,0.00004,0.00000,0.00019,0.00000,0.00094,0.00180,0.00248,0.00218,0.00045,,0.00706,,0.00101,0.00060,,,76.53448,26634,5099,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.13.121-124.tess,348,
0.00526,0.00678,0.00033,0.00111,0.00111,0.00063,0.00068,0.00028,0.00003,0.00003,0.00000,0.00008,0.00000,0.00152,0.00210,0.00304,0.00210,0.00040,,0.00706,,0.00111,0.00048,,,71.59601,39521,7712,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.2.11-20.tess,552,
0.00545,0.00713,0.00030,0.00091,0.00091,0.00096,0.00107,0.00051,0.00000,0.00005,0.00003,0.00023,0.00003,0.00175,0.00228,0.00276,0.00175,0.00038,,0.00799,,0.00129,0.00089,,,75.25191,39432,7595,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.3.21-30.tess,524,
0.00472,0.00701,0.00022,0.00156,0.00156,0.00074,0.00061,0.00035,0.00000,0.00000,0.00004,0.00004,0.00009,0.00134,0.00229,0.00294,0.00225,0.00061,,0.00900,,0.00069,0.00030,,,68.57270,23109,4559,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.4.31-40.tess,337,
0.00617,0.00748,0.00046,0.00085,0.00085,0.00115,0.00092,0.00049,0.00000,0.00003,0.00007,0.00023,0.00000,0.00151,0.00226,0.00289,0.00223,0.00059,,0.00797,,0.00069,0.00036,,,70.41109,30488,5926,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.5.41-50.tess,433,
0.00434,0.00701,0.00083,0.00122,0.00122,0.00041,0.00064,0.00044,0.00000,0.00009,0.00000,0.00025,0.00002,0.00161,0.00191,0.00349,0.00191,0.00083,,0.00724,,0.00083,0.00067,,,76.09091,43524,8309,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.6.51-60.tess,572,
0.00352,0.00746,0.00043,0.00126,0.00126,0.00081,0.00059,0.00057,0.00000,0.00000,0.00000,0.00010,0.00008,0.00142,0.00183,0.00317,0.00197,0.00083,,0.00746,,0.00079,0.00043,,,71.79944,50834,9882,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.7.61-70.tess,708,
0.00316,0.00747,0.00032,0.00117,0.00117,0.00076,0.00106,0.00048,0.00000,0.00004,0.00001,0.00011,0.00000,0.00109,0.00275,0.00294,0.00182,0.00044,,0.00757,,0.00062,0.00040,,,76.88165,70808,13659,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.8.71-80.tess,921,
0.00219,0.00648,0.00033,0.00101,0.00101,0.00082,0.00065,0.00039,0.00000,0.00007,0.00001,0.00014,0.00005,0.00125,0.00192,0.00371,0.00184,0.00074,,0.00754,,0.00062,0.00053,,,79.26489,103837,19574,tesserae/texts/la/seneca.ad_lucilium_epistulae_morales/seneca.ad_lucilium_epistulae_morales.part.9.81-90.tess,1310,
0.00306,0.00238,0.00000,0.00042,0.00042,0.00036,0.00059,0.00010,0.00000,0.00003,0.00000,0.00007,0.00007,0.00068,0.00049,0.00121,0.00306,0.00000,,0.00277,,0.00026,0.00033,,,86.88669,30671,5805,tesserae/texts/la/seneca.agamemnon.tess,353,
0.00409,0.00724,0.00006,0.00083,0.00083,0.00030,0.00036,0.00012,0.00000,0.00012,0.00000,0.00030,0.00000,0.00107,0.00113,0.00291,0.00184,0.00065,,0.00570,,0.00036,0.00047,,,82.59804,16850,3314,tesserae/texts/la/seneca.apocolocyntosis.tess,204,
0.00349,0.00701,0.00053,0.00159,0.00159,0.00087,0.00075,0.00043,0.00000,0.00003,0.00004,0.00017,0.00008,0.00182,0.00259,0.00316,0.00215,0.00058,,0.00861,,0.00076,0.00063,,,99.03207,253225,48183,tesserae/texts/la/seneca.de_beneficiis.tess,2557,
0.00260,0.00560,0.00031,0.00175,0.00175,0.00130,0.00067,0.00040,0.00000,0.00000,0.00000,0.00022,0.00000,0.00170,0.00197,0.00296,0.00125,0.00049,,0.00914,,0.00063,0.00058,,,101.93151,22323,4205,tesserae/texts/la/seneca.de_beneficiis/seneca.de_beneficiis.part.1.tess,219,
0.00307,0.00664,0.00059,0.00143,0.00143,0.00076,0.00076,0.00045,0.00000,0.00008,0.00006,0.00014,0.00006,0.00236,0.00256,0.00259,0.00152,0.00070,,0.00982,,0.00146,0.00070,,,98.18785,35544,6725,tesserae/texts/la/seneca.de_beneficiis/seneca.de_beneficiis.part.2.tess,362,
0.00256,0.00668,0.00077,0.00119,0.00119,0.00074,0.00079,0.00050,0.00000,0.00000,0.00008,0.00005,0.00008,0.00159,0.00248,0.00320,0.00267,0.00058,,0.00845,,0.00032,0.00066,,,98.06218,37852,7102,tesserae/texts/la/seneca.de_beneficiis/seneca.de_beneficiis.part.3.tess,386,
0.00301,0.00740,0.00049,0.00167,0.00167,0.00111,0.00088,0.00049,0.00000,0.00000,0.00002,0.00012,0.00012,0.00160,0.00232,0.00320,0.00308,0.00072,,0.00791,,0.00090,0.00058,,,97.79592,43128,8157,tesserae/texts/la/seneca.de_beneficiis/seneca.de_beneficiis.part.4.tess,441,
0.00351,0.00660,0.00051,0.00278,0.00278,0.00065,0.00104,0.00045,0.00000,0.00011,0.00011,0.00017,0.00003,0.00166,0.00309,0.00303,0.00239,0.00051,,0.00834,,0.00073,0.00053,,,94.44562,35606,6913,tesserae/texts/la/seneca.de_beneficiis/seneca.de_beneficiis.part.5.tess,377,
0.00557,0.00716,0.00053,0.00131,0.00131,0.00083,0.00076,0.00032,0.00000,0.00002,0.00002,0.00037,0.00012,0.00216,0.00267,0.00364,0.00203,0.00041,,0.00900,,0.00064,0.00062,,,101.47897,43433,8362,tesserae/texts/la/seneca.de_beneficiis/seneca.de_beneficiis.part.6.tess,428,
0.00348,0.00835,0.00040,0.00113,0.00113,0.00082,0.00028,0.00040,0.00000,0.00000,0.00000,0.00014,0.00008,0.00161,0.00283,0.00331,0.00156,0.00062,,0.00787,,0.00062,0.00074,,,102.72965,35339,6719,tesserae/texts/la/seneca.de_beneficiis/seneca.de_beneficiis.part.7.tess,344,
0.00216,0.00721,0.00053,0.00157,0.00157,0.00093,0.00081,0.00031,0.00000,0.00003,0.00003,0.00045,0.00006,0.00115,0.00098,0.00365,0.00210,0.00109,,0.00763,,0.00036,0.00042,,,105.74777,35637,6525,tesserae/texts/la/seneca.de_brevitate_vitae.tess,337,
0.00206,0.00584,0.00027,0.00166,0.00166,0.00064,0.00058,0.00033,0.00002,0.00000,0.00000,0.00006,0.00002,0.00152,0.00177,0.00324,0.00116,0.00058,,0.00756,,0.00054,0.00052,,,126.63684,48122,8741,tesserae/texts/la/seneca.de_clementia.tess,380,
0.00390,0.00706,0.00043,0.00135,0.00135,0.00079,0.00102,0.00036,0.00000,0.00003,0.00005,0.00033,0.00003,0.00102,0.00115,0.00318,0.00140,0.00092,,0.00721,,0.00064,0.00028,,,108.74238,39256,7130,tesserae/texts/la/seneca.de_consolatione_ad_helviam.tess,361,
0.00349,0.00581,0.00030,0.00115,0.00115,0.00062,0.00087,0.00013,0.00002,0.00009,0.00000,0.00017,0.00004,0.00121,0.00145,0.00309,0.00138,0.00115,,0.00649,,0.00036,0.00036,,,114.63171,46999,8608,tesserae/texts/la/seneca.de_consolatione_ad_marciam.tess,410,
0.00571,0.00902,0.00013,0.00132,0.00132,0.00114,0.00107,0.00076,0.00000,0.00016,0.00000,0.00003,0.00003,0.00123,0.00173,0.00306,0.00120,0.00076,,0.00719,,0.00085,0.00028,,,113.23571,31706,5955,tesserae/texts/la/seneca.de_consolatione_ad_polybium.tess,280,
0.00203,0.00685,0.00056,0.00153,0.00153,0.00066,0.00043,0.00040,0.00000,0.00000,0.00000,0.00013,0.00003,0.00160,0.00243,0.00269,0.00136,0.00037,,0.00731,,0.00050,0.00040,,,119.40079,30089,5541,tesserae/texts/la/seneca.de_constantia.tess,252,
0.00180,0.00533,0.00068,0.00142,0.00142,0.00090,0.00071,0.00031,0.00000,0.00008,0.00001,0.00029,0.00006,0.00142,0.00183,0.00289,0.00211,0.00076,,0.00647,,0.00070,0.00052,,,96.52252,128568,23732,tesserae/texts/la/seneca.de_ira.tess,1332,
0.00314,0.00805,0.00046,0.00203,0.00203,0.00111,0.00120,0.00028,0.00000,0.00018,0.00000,0.00000,0.00009,0.00148,0.00277,0.00388,0.00194,0.00055,,0.00786,,0.00102,0.00009,,,111.46392,10812,2058,tesserae/texts/la/seneca.de_otio.tess,97,
0.00262,0.00554,0.00051,0.00124,0.00124,0.00026,0.00099,0.00043,0.00000,0.00000,0.00004,0.00026,0.00000,0.00120,0.00202,0.00283,0.00266,0.00094,,0.00772,,0.00051,0.00030,,,92.46429,23301,4345,tesserae/texts/la/seneca.de_providentia.tess,252,
0.00282,0.00493,0.00080,0.00222,0.00222,0.00069,0.00073,0.00028,0.00000,0.00002,0.00000,0.00005,0.00002,0.00135,0.00142,0.00266,0.00119,0.00046,,0.00669,,0.00099,0.00021,,,118.21951,43623,7925,tesserae/texts/la/seneca.de_tranquillitate_animi.tess,369,
0.00392,0.00622,0.00039,0.00132,0.00132,0.00103,0.00081,0.00064,0.00000,0.00005,0.00005,0.00012,0.00010,0.00122,0.00198,0.00335,0.00230,0.00044,,0.00732,,0.00056,0.00027,,,103.15909,40851,7685,tesserae/texts/la/seneca.de_vita_beata.tess,396,
0.00309,0.00273,0.00002,0.00033,0.00033,0.00014,0.00069,0.00007,0.00002,0.00005,0.00000,0.00017,0.00005,0.00057,0.00059,0.00145,0.00361,0.00000,,0.00335,,0.00050,0.00021,,,91.45217,42068,7970,tesserae/texts/la/seneca.hercules_furens.tess,460,
0.00468,0.00358,0.00002,0.00026,0.00026,0.00018,0.00081,0.00005,0.00000,0.00003,0.00000,0.00034,0.00005,0.00067,0.00102,0.00215,0.00413,0.00002,,0.00335,,0.00075,0.00031,,,84.97514,61522,11901,tesserae/texts/la/seneca.hercules_oetaeus.tess,724,
0.00337,0.00279,0.00000,0.00022,0.00022,0.00010,0.00071,0.00003,0.00003,0.00000,0.00000,0.00026,0.00006,0.00074,0.00112,0.00196,0.00253,0.00000,,0.00423,,0.00055,0.00029,,,87.06983,31171,5925,tesserae/texts/la/seneca.medea.tess,358,
0.00384,0.00218,0.00000,0.00055,0.00055,0.00014,0.00059,0.00031,0.00000,0.00003,0.00000,0.00007,0.00003,0.00052,0.00035,0.00135,0.00194,0.00000,,0.00467,,0.00017,0.00042,,,93.56958,28913,5414,tesserae/texts/la/seneca.octavia.tess,309,
0.00267,0.00193,0.00000,0.00031,0.00031,0.00012,0.00098,0.00006,0.00000,0.00000,0.00000,0.00031,0.00009,0.00052,0.00043,0.00172,0.00279,0.00003,,0.00276,,0.00040,0.00009,,,89.96133,32566,6142,tesserae/texts/la/seneca.oedipus.tess,362,
0.00336,0.00243,0.00003,0.00055,0.00055,0.00023,0.00065,0.00013,0.00000,0.00000,0.00000,0.00023,0.00003,0.00050,0.00065,0.00191,0.00279,0.00003,,0.00309,,0.00050,0.00028,,,90.98174,39850,7516,tesserae/texts/la/seneca.phaedra.tess,438,
0.00494,0.00458,0.00005,0.00060,0.00060,0.00023,0.00073,0.00000,0.00000,0.00000,0.00000,0.00032,0.00009,0.00114,0.00128,0.00197,0.00462,0.00005,,0.00513,,0.00018,0.00014,,,94.96957,21843,4308,tesserae/texts/la/seneca.phoenissae.tess,230,
0.00246,0.00337,0.00003,0.00059,0.00059,0.00012,0.00082,0.00006,0.00000,0.00003,0.00000,0.00023,0.00009,0.00044,0.00091,0.00185,0.00320,0.00009,,0.00387,,0.00065,0.00035,,,94.44321,34094,6533,tesserae/texts/la/seneca.thyestes.tess,361,
0.00293,0.00379,0.00003,0.00032,0.00032,0.00024,0.00040,0.00013,0.00000,0.00000,0.00000,0.00030,0.00000,0.00062,0.00075,0.00175,0.00354,0.00003,,0.00403,,0.00038,0.00035,,,88.24645,37240,7114,tesserae/texts/la/seneca.troades.tess,422,
0.00421,0.00685,0.00029,0.00086,0.00086,0.00042,0.00047,0.00027,0.00000,0.00005,0.00001,0.00020,0.00003,0.00145,0.00208,0.00316,0.00280,0.00044,,0.00623,,0.00056,0.00081,,,67.31807,372067,71807,tesserae/texts/la/seneca_the_elder.controversiae.tess,5527,
0.00441,0.00708,0.00029,0.00087,0.00087,0.00037,0.00049,0.00019,0.00000,0.00009,0.00000,0.00019,0.00002,0.00149,0.00185,0.00338,0.00272,0.00049,,0.00647,,0.00061,0.00085,,,71.68569,89177,17116,tesserae/texts/la/seneca_the_elder.controversiae/seneca_the_elder.controversiae.part.1.tess,1244,
0.00404,0.00738,0.00030,0.00076,0.00076,0.00049,0.00052,0.00032,0.00000,0.00002,0.00002,0.00018,0.00005,0.00128,0.00264,0.00298,0.00283,0.00054,,0.00616,,0.00050,0.00071,,,66.51007,59460,11705,tesserae/texts/la/seneca_the_elder.controversiae/seneca_the_elder.controversiae.part.10.tess,894,
0.00438,0.00667,0.00022,0.00081,0.00081,0.00039,0.00041,0.00014,0.00000,0.00006,0.00000,0.00013,0.00003,0.00156,0.00221,0.00305,0.00298,0.00042,,0.00607,,0.00057,0.00082,,,68.22771,78803,15171,tesserae/texts/la/seneca_the_elder.controversiae/seneca_the_elder.controversiae.part.2.tess,1155,
0.00407,0.00636,0.00040,0.00090,0.00090,0.00044,0.00040,0.00033,0.00000,0.00005,0.00000,0.00012,0.00002,0.00133,0.00195,0.00298,0.00268,0.00043,,0.00618,,0.00069,0.00078,,,64.13539,81003,15499,tesserae/texts/la/seneca_the_elder.controversiae/seneca_the_elder.controversiae.part.7.tess,1263,
0.00409,0.00687,0.00024,0.00094,0.00094,0.00041,0.00057,0.00039,0.00002,0.00000,0.00003,0.00041,0.00002,0.00157,0.00187,0.00339,0.00280,0.00033,,0.00624,,0.00036,0.00090,,,65.45679,63624,12316,tesserae/texts/la/seneca_the_elder.controversiae/seneca_the_elder.controversiae.part.8.tess,972,
0.00388,0.00516,0.00056,0.00093,0.00093,0.00034,0.00043,0.00016,0.00002,0.00006,0.00000,0.00024,0.00001,0.00166,0.00215,0.00311,0.00246,0.00032,,0.00683,,0.00050,0.00064,,,53.55463,122051,23413,tesserae/texts/la/seneca_the_elder.excerpta_controversiae.tess,2279,
0.00125,0.00374,0.00249,0.00125,0.00125,0.00000,0.00125,0.00125,0.00000,0.00000,0.00000,0.00000,0.00000,0.00125,0.00249,0.00125,0.00000,0.00000,,0.00374,,0.00000,0.00000,,,72.90909,802,176,tesserae/texts/la/seneca_the_elder.fragmenta.tess,11,
0.00273,0.00663,0.00020,0.00072,0.00072,0.00057,0.00086,0.00029,0.00000,0.00003,0.00000,0.00002,0.00007,0.00173,0.00180,0.00291,0.00168,0.00081,,0.00560,,0.00074,0.00076,,,91.44462,59439,11007,tesserae/texts/la/seneca_the_elder.suasoriae.tess,650,
0.00068,0.00600,0.00034,0.00054,0.00054,0.00078,0.00061,0.00020,0.00000,0.00003,0.00001,0.00010,0.00000,0.00252,0.00061,0.00516,0.00017,0.00023,,0.00589,,0.00083,0.00058,,,77.69436,290842,57662,tesserae/texts/la/servius_honoratus.in_virgilii_georgicon_libros_commentarius.tess,3743,
0.00081,0.00619,0.00047,0.00051,0.00051,0.00093,0.00067,0.00026,0.00000,0.00003,0.00000,0.00006,0.00000,0.00274,0.00070,0.00483,0.00013,0.00027,,0.00633,,0.00084,0.00068,,,86.07626,109519,21605,tesserae/texts/la/servius_honoratus.in_virgilii_georgicon_libros_commentarius/servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.1.tess,1272,
0.00060,0.00578,0.00023,0.00063,0.00063,0.00082,0.00058,0.00017,0.00000,0.00001,0.00000,0.00004,0.00001,0.00236,0.00058,0.00513,0.00020,0.00020,,0.00601,,0.00097,0.00042,,,77.65436,69425,13818,tesserae/texts/la/servius_honoratus.in_virgilii_georgicon_libros_commentarius/servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.2.tess,894,
0.00061,0.00566,0.00032,0.00053,0.00053,0.00059,0.00050,0.00013,0.00002,0.00006,0.00003,0.00021,0.00000,0.00228,0.00053,0.00530,0.00014,0.00019,,0.00555,,0.00058,0.00058,,,73.36439,62213,12309,tesserae/texts/la/servius_honoratus.in_virgilii_georgicon_libros_commentarius/servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.3.tess,848,
0.00056,0.00632,0.00026,0.00048,0.00048,0.00062,0.00064,0.00020,0.00000,0.00002,0.00000,0.00010,0.00000,0.00258,0.00054,0.00578,0.00024,0.00024,,0.00517,,0.00093,0.00058,,,68.15501,49685,9930,tesserae/texts/la/servius_honoratus.in_virgilii_georgicon_libros_commentarius/servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.4.tess,729,
0.00152,0.00216,0.00000,0.00049,0.00049,0.00011,0.00033,0.00015,0.00001,0.00000,0.00000,0.00040,0.00004,0.00050,0.00044,0.00275,0.00065,0.00011,,0.00226,,0.00021,0.00020,,,102.06817,453693,80738,tesserae/texts/la/silius_italicus.punica.tess,4445,
0.00089,0.00209,0.00000,0.00047,0.00047,0.00008,0.00023,0.00016,0.00000,0.00000,0.00000,0.00031,0.00000,0.00047,0.00035,0.00283,0.00043,0.00016,,0.00174,,0.00031,0.00019,,,108.86076,25800,4516,tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.1.tess,237,
0.00134,0.00256,0.00004,0.00053,0.00053,0.00008,0.00041,0.00016,0.00000,0.00000,0.00000,0.00057,0.00000,0.00065,0.00094,0.00293,0.00049,0.00008,,0.00240,,0.00028,0.00041,,,105.45494,24571,4450,tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.10.tess,233,
0.00168,0.00265,0.00000,0.00031,0.00031,0.00013,0.00040,0.00027,0.00000,0.00000,0.00000,0.00035,0.00013,0.00084,0.00049,0.00301,0.00119,0.00009,,0.00265,,0.00053,0.00018,,,98.68996,22600,4098,tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.11.tess,229,
0.00107,0.00167,0.00000,0.00075,0.00075,0.00011,0.00060,0.00000,0.00000,0.00000,0.00000,0.00043,0.00000,0.00068,0.00036,0.00281,0.00085,0.00011,,0.00206,,0.00018,0.00025,,,101.08993,28103,4979,tesserae/texts/la/silius_italicus.punica/silius_italicus.punica.part.12.tess,278,
