Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length,Characters,Words,Corpus Name,Sentences,Type
0.00399,0.00601,0.00012,0.00105,0.00105,0.00043,0.00089,0.00046,0.00000,0.00004,0.00000,0.00012,0.00004,0.00178,0.00263,0.00287,0.00403,0.00089,,0.01000,,0.00077,0.00074,,,105.77459,25809,4988,tesserae/texts/la/cicero.paradoxa_stoicorum_ad_m_brutum.tess,244,
0.00415,0.00724,0.00017,0.00089,0.00089,0.00034,0.00074,0.00041,0.00003,0.00002,0.00001,0.00008,0.00006,0.00170,0.00177,0.00318,0.00300,0.00143,,0.00805,,0.00059,0.00081,,,94.03570,302889,56312,tesserae/texts/la/cicero.philippicae.tess,3221,
0.00489,0.00788,0.00048,0.00077,0.00077,0.00029,0.00092,0.00044,0.00005,0.00010,0.00005,0.00005,0.00005,0.00242,0.00169,0.00406,0.00334,0.00106,,0.01025,,0.00034,0.00048,,,93.96818,20673,3951,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.1.tess,220,
0.00239,0.00767,0.00019,0.00090,0.00090,0.00019,0.00090,0.00052,0.00000,0.00006,0.00006,0.00000,0.00006,0.00161,0.00155,0.00342,0.00206,0.00161,,0.00961,,0.00084,0.00071,,,110.00709,15511,2939,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.10.tess,141,
0.00235,0.00701,0.00000,0.00113,0.00113,0.00046,0.00059,0.00034,0.00004,0.00000,0.00000,0.00004,0.00004,0.00160,0.00197,0.00340,0.00256,0.00181,,0.00835,,0.00118,0.00088,,,100.09244,23822,4410,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.11.tess,238,
0.00529,0.00681,0.00000,0.00090,0.00090,0.00034,0.00051,0.00056,0.00000,0.00006,0.00000,0.00006,0.00000,0.00180,0.00248,0.00327,0.00451,0.00146,,0.00653,,0.00062,0.00084,,,85.37500,17758,3371,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.12.tess,208,
0.00360,0.00737,0.00013,0.00088,0.00088,0.00039,0.00108,0.00046,0.00000,0.00000,0.00000,0.00010,0.00013,0.00128,0.00236,0.00252,0.00288,0.00187,,0.00753,,0.00088,0.00059,,,86.73295,30530,5626,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.13.tess,352,
0.00279,0.00740,0.00015,0.00059,0.00059,0.00029,0.00103,0.00083,0.00000,0.00005,0.00005,0.00005,0.00000,0.00157,0.00127,0.00392,0.00162,0.00196,,0.00725,,0.00049,0.00088,,,136.95973,20407,3560,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.14.tess,149,
0.00756,0.00676,0.00016,0.00094,0.00094,0.00041,0.00072,0.00036,0.00006,0.00000,0.00000,0.00013,0.00005,0.00181,0.00164,0.00331,0.00362,0.00131,,0.00852,,0.00035,0.00096,,,80.78372,63496,12238,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.2.tess,786,
0.00246,0.00729,0.00027,0.00094,0.00094,0.00022,0.00067,0.00045,0.00000,0.00000,0.00000,0.00004,0.00009,0.00139,0.00134,0.00335,0.00259,0.00156,,0.00684,,0.00049,0.00080,,,107.03349,22370,4028,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.3.tess,209,
0.00391,0.00684,0.00000,0.00098,0.00098,0.00024,0.00073,0.00000,0.00012,0.00000,0.00000,0.00012,0.00000,0.00159,0.00159,0.00171,0.00232,0.00220,,0.00830,,0.00024,0.00037,,,109.20000,8190,1451,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.4.tess,75,
0.00154,0.00760,0.00016,0.00085,0.00085,0.00026,0.00062,0.00033,0.00003,0.00000,0.00000,0.00010,0.00000,0.00151,0.00167,0.00318,0.00275,0.00118,,0.00753,,0.00065,0.00072,,,107.55634,30546,5460,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.5.tess,284,
0.00410,0.00664,0.00010,0.00078,0.00078,0.00029,0.00029,0.00029,0.00000,0.00000,0.00000,0.00010,0.00000,0.00234,0.00185,0.00293,0.00390,0.00117,,0.00800,,0.00039,0.00068,,,82.64516,10248,1926,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.6.tess,124,
0.00388,0.00793,0.00008,0.00040,0.00040,0.00040,0.00057,0.00065,0.00016,0.00000,0.00000,0.00008,0.00008,0.00170,0.00170,0.00202,0.00413,0.00138,,0.00777,,0.00040,0.00105,,,98.06349,12356,2247,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.7.tess,126,
0.00476,0.00731,0.00036,0.00119,0.00119,0.00036,0.00036,0.00030,0.00000,0.00006,0.00000,0.00006,0.00012,0.00190,0.00184,0.00291,0.00345,0.00059,,0.00767,,0.00059,0.00107,,,80.09524,16820,3245,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.8.tess,210,
0.00178,0.00805,0.00021,0.00094,0.00094,0.00031,0.00125,0.00000,0.00000,0.00000,0.00010,0.00000,0.00031,0.00178,0.00199,0.00261,0.00042,0.00084,,0.00847,,0.00105,0.00094,,,102.84946,9565,1756,tesserae/texts/la/cicero.philippicae/cicero.philippicae.part.9.tess,93,
0.00657,0.00447,0.00012,0.00071,0.00071,0.00044,0.00083,0.00103,0.00000,0.00000,0.00004,0.00008,0.00000,0.00158,0.00166,0.00376,0.00142,0.00158,,0.00724,,0.00055,0.00123,,,185.86029,25277,4503,tesserae/texts/la/cicero.post_reditum_in_senatu.tess,136,
0.00435,0.00932,0.00009,0.00103,0.00103,0.00039,0.00091,0.00064,0.00000,0.00004,0.00000,0.00002,0.00016,0.00172,0.00325,0.00415,0.00247,0.00050,,0.00872,,0.00112,0.00121,,,122.72549,56331,10878,tesserae/texts/la/cicero.pro_a_caecina.tess,459,
0.00249,0.01013,0.00035,0.00126,0.00126,0.00043,0.00105,0.00059,0.00000,0.00003,0.00002,0.00006,0.00007,0.00188,0.00141,0.00458,0.00168,0.00109,,0.00794,,0.00054,0.00091,,,121.05567,119603,21925,tesserae/texts/la/cicero.pro_a_cluentio.tess,988,
0.00398,0.00913,0.00062,0.00106,0.00106,0.00050,0.00101,0.00078,0.00000,0.00000,0.00000,0.00000,0.00000,0.00106,0.00179,0.00409,0.00151,0.00179,,0.00734,,0.00078,0.00129,,,153.95690,17859,3255,tesserae/texts/la/cicero.pro_archia.tess,116,
0.00243,0.00757,0.00036,0.00079,0.00079,0.00026,0.00089,0.00033,0.00003,0.00000,0.00008,0.00000,0.00018,0.00189,0.00245,0.00465,0.00205,0.00176,,0.00752,,0.00056,0.00092,,,139.70714,39118,7156,tesserae/texts/la/cicero.pro_balbo.tess,280,
0.00488,0.00611,0.00005,0.00044,0.00044,0.00015,0.00064,0.00034,0.00000,0.00000,0.00000,0.00000,0.00025,0.00099,0.00202,0.00404,0.00237,0.00133,,0.00710,,0.00079,0.00094,,,134.40397,20295,3786,tesserae/texts/la/cicero.pro_c_rabirio.tess,151,
0.00401,0.00995,0.00013,0.00110,0.00110,0.00026,0.00092,0.00048,0.00000,0.00000,0.00004,0.00009,0.00004,0.00202,0.00264,0.00264,0.00220,0.00101,,0.00766,,0.00044,0.00053,,,96.25847,22717,4327,tesserae/texts/la/cicero.pro_c_rabirio_postumo.tess,236,
0.00246,0.00666,0.00008,0.00064,0.00064,0.00026,0.00079,0.00049,0.00000,0.00000,0.00000,0.00004,0.00011,0.00166,0.00159,0.00454,0.00234,0.00178,,0.00798,,0.00117,0.00061,,,139.91534,26444,4806,tesserae/texts/la/cicero.pro_fonteio.tess,189,
0.00396,0.00637,0.00014,0.00118,0.00118,0.00033,0.00085,0.00042,0.00003,0.00002,0.00000,0.00002,0.00005,0.00135,0.00196,0.00373,0.00278,0.00154,,0.00755,,0.00053,0.00090,,,95.37031,63614,11653,tesserae/texts/la/cicero.pro_l_flacco.tess,667,
0.00770,0.00855,0.00040,0.00102,0.00102,0.00102,0.00108,0.00074,0.00000,0.00006,0.00000,0.00006,0.00017,0.00215,0.00261,0.00368,0.00283,0.00125,,0.00906,,0.00028,0.00125,,,92.45026,17658,3502,tesserae/texts/la/cicero.pro_ligario.tess,191,
0.00370,0.00741,0.00037,0.00123,0.00123,0.00047,0.00103,0.00053,0.00002,0.00002,0.00000,0.00004,0.00008,0.00152,0.00245,0.00372,0.00210,0.00146,,0.00770,,0.00037,0.00091,,,118.82641,48600,8922,tesserae/texts/la/cicero.pro_m_caelio.tess,409,
0.00486,0.00585,0.00053,0.00046,0.00046,0.00053,0.00112,0.00079,0.00000,0.00000,0.00000,0.00000,0.00020,0.00204,0.00131,0.00289,0.00092,0.00099,,0.00788,,0.00066,0.00112,,,131.24138,15224,2904,tesserae/texts/la/cicero.pro_marcello.tess,116,
0.00397,0.00922,0.00009,0.00129,0.00129,0.00015,0.00119,0.00037,0.00002,0.00002,0.00000,0.00007,0.00014,0.00192,0.00255,0.00357,0.00264,0.00168,,0.00790,,0.00068,0.00087,,,117.28743,58761,11098,tesserae/texts/la/cicero.pro_milone.tess,501,
0.00509,0.00649,0.00013,0.00056,0.00056,0.00026,0.00102,0.00081,0.00000,0.00003,0.00000,0.00007,0.00003,0.00172,0.00205,0.00319,0.00152,0.00164,,0.00669,,0.00076,0.00056,,,118.67843,60526,11152,tesserae/texts/la/cicero.pro_murena.tess,510,
0.00853,0.00845,0.00017,0.00070,0.00070,0.00041,0.00087,0.00059,0.00000,0.00002,0.00003,0.00002,0.00017,0.00182,0.00245,0.00378,0.00209,0.00141,,0.00937,,0.00060,0.00073,,,116.12316,63171,12190,tesserae/texts/la/cicero.pro_plancio.tess,544,
0.00449,0.00768,0.00004,0.00114,0.00114,0.00021,0.00110,0.00025,0.00000,0.00006,0.00004,0.00012,0.00010,0.00221,0.00242,0.00399,0.00265,0.00077,,0.00809,,0.00037,0.00118,,,94.02335,48328,9273,tesserae/texts/la/cicero.pro_publio_quinctio.tess,514,
0.00441,0.00805,0.00004,0.00149,0.00149,0.00031,0.00046,0.00034,0.00000,0.00004,0.00008,0.00000,0.00008,0.00123,0.00257,0.00552,0.00598,0.00138,,0.00866,,0.00057,0.00057,,,65.25000,26100,5192,tesserae/texts/la/cicero.pro_q_roscio_comoedo.tess,400,
0.00589,0.00782,0.00014,0.00147,0.00147,0.00005,0.00083,0.00060,0.00005,0.00005,0.00005,0.00005,0.00009,0.00138,0.00115,0.00368,0.00216,0.00147,,0.00777,,0.00037,0.00138,,,107.65347,21746,4118,tesserae/texts/la/cicero.pro_rege_deiotaro.tess,202,
0.00375,0.00940,0.00004,0.00098,0.00098,0.00045,0.00112,0.00022,0.00000,0.00001,0.00004,0.00014,0.00005,0.00244,0.00240,0.00442,0.00255,0.00125,,0.00989,,0.00029,0.00086,,,100.18443,73335,14028,tesserae/texts/la/cicero.pro_s_roscio.tess,732,
0.00490,0.00729,0.00042,0.00167,0.00167,0.00042,0.00185,0.00048,0.00000,0.00006,0.00000,0.00006,0.00000,0.00137,0.00209,0.00382,0.00257,0.00161,,0.00801,,0.00078,0.00078,,,96.72832,16734,3164,tesserae/texts/la/cicero.pro_scauro.tess,173,
0.00354,0.00747,0.00015,0.00135,0.00135,0.00048,0.00097,0.00065,0.00001,0.00001,0.00001,0.00005,0.00006,0.00169,0.00142,0.00421,0.00184,0.00148,,0.00690,,0.00067,0.00082,,,157.47002,97159,17548,tesserae/texts/la/cicero.pro_sestio.tess,617,
0.00674,0.00865,0.00013,0.00138,0.00138,0.00033,0.00081,0.00046,0.00000,0.00002,0.00000,0.00002,0.00008,0.00179,0.00240,0.00423,0.00202,0.00134,,0.00770,,0.00052,0.00121,,,127.25183,52046,9783,tesserae/texts/la/cicero.pro_sulla.tess,409,
0.00350,0.01005,0.00000,0.00109,0.00109,0.00022,0.00153,0.00022,0.00000,0.00000,0.00000,0.00011,0.00005,0.00322,0.00240,0.00361,0.00262,0.00055,,0.00836,,0.00055,0.00098,,,94.80829,18300,3679,tesserae/texts/la/cicero.pro_tullio.tess,193,
0.00135,0.00907,0.00029,0.00185,0.00185,0.00057,0.00098,0.00164,0.00000,0.00000,0.00000,0.00000,0.00004,0.00213,0.00090,0.00443,0.00008,0.00057,,0.00882,,0.00127,0.00098,,,163.55034,24369,4379,tesserae/texts/la/cicero.timaeus.tess,149,
0.00141,0.00960,0.00063,0.00037,0.00037,0.00159,0.00055,0.00084,0.00003,0.00000,0.00000,0.00010,0.00000,0.00272,0.00193,0.00520,0.00021,0.00013,,0.01028,,0.00107,0.00112,,,116.25532,38248,7280,tesserae/texts/la/cicero.topica.tess,329,
0.00246,0.00783,0.00051,0.00121,0.00121,0.00075,0.00109,0.00065,0.00002,0.00003,0.00001,0.00009,0.00008,0.00238,0.00187,0.00314,0.00219,0.00039,,0.00843,,0.00079,0.00092,,,109.28437,266328,50419,tesserae/texts/la/cicero.tusculanae_disputationes.tess,2437,
0.00301,0.00810,0.00053,0.00108,0.00108,0.00061,0.00117,0.00044,0.00000,0.00004,0.00004,0.00006,0.00012,0.00238,0.00203,0.00308,0.00248,0.00034,,0.00864,,0.00070,0.00102,,,104.18237,68552,13385,tesserae/texts/la/cicero.tusculanae_disputationes/cicero.tusculanae_disputationes.part.1.tess,658,
0.00345,0.00750,0.00051,0.00104,0.00104,0.00037,0.00110,0.00080,0.00003,0.00000,0.00000,0.00016,0.00005,0.00246,0.00222,0.00313,0.00222,0.00043,,0.00790,,0.00104,0.00086,,,96.75907,37349,7348,tesserae/texts/la/cicero.tusculanae_disputationes/cicero.tusculanae_disputationes.part.2.tess,386,
0.00244,0.00839,0.00039,0.00122,0.00122,0.00073,0.00102,0.00094,0.00000,0.00004,0.00000,0.00004,0.00002,0.00263,0.00185,0.00303,0.00185,0.00028,,0.00902,,0.00061,0.00092,,,109.42539,49132,9349,tesserae/texts/la/cicero.tusculanae_disputationes/cicero.tusculanae_disputationes.part.3.tess,449,
0.00148,0.00704,0.00064,0.00101,0.00101,0.00126,0.00113,0.00056,0.00004,0.00000,0.00000,0.00016,0.00006,0.00249,0.00132,0.00381,0.00181,0.00021,,0.00823,,0.00082,0.00062,,,122.39043,48591,8806,tesserae/texts/la/cicero.tusculanae_disputationes/cicero.tusculanae_disputationes.part.4.tess,397,
0.00206,0.00793,0.00051,0.00161,0.00161,0.00077,0.00100,0.00062,0.00002,0.00003,0.00000,0.00005,0.00011,0.00207,0.00191,0.00279,0.00239,0.00064,,0.00821,,0.00086,0.00107,,,114.63254,62704,11531,tesserae/texts/la/cicero.tusculanae_disputationes/cicero.tusculanae_disputationes.part.5.tess,547,
0.00263,0.00213,0.00000,0.00059,0.00059,0.00020,0.00048,0.00015,0.00000,0.00000,0.00000,0.00019,0.00008,0.00040,0.00054,0.00255,0.00136,0.00015,,0.00331,,0.00028,0.00023,,,100.40994,64664,11468,tesserae/texts/la/claudian.carmina_minora.tess,644,
0.00275,0.00233,0.00000,0.00057,0.00057,0.00010,0.00047,0.00010,0.00000,0.00000,0.00000,0.00031,0.00000,0.00067,0.00130,0.00171,0.00249,0.00016,,0.00306,,0.00016,0.00026,,,84.60965,19291,3397,tesserae/texts/la/claudian.de_bello_gildonico.tess,228,
0.00172,0.00192,0.00000,0.00049,0.00049,0.00012,0.00053,0.00016,0.00000,0.00000,0.00000,0.00045,0.00004,0.00061,0.00094,0.00245,0.00098,0.00008,,0.00274,,0.00004,0.00025,,,139.07955,24478,4214,tesserae/texts/la/claudian.de_bello_gothico.tess,176,
0.00217,0.00247,0.00000,0.00045,0.00045,0.00026,0.00045,0.00015,0.00000,0.00000,0.00000,0.00013,0.00009,0.00069,0.00048,0.00184,0.00117,0.00009,,0.00468,,0.00026,0.00019,,,125.78747,46164,7957,tesserae/texts/la/claudian.de_consulatu_stilichonis.tess,367,
0.00205,0.00219,0.00000,0.00042,0.00042,0.00028,0.00021,0.00000,0.00000,0.00000,0.00000,0.00007,0.00007,0.00064,0.00078,0.00162,0.00134,0.00014,,0.00388,,0.00014,0.00021,,,125.32743,14162,2412,tesserae/texts/la/claudian.de_consulatu_stilichonis/claudian.de_consulatu_stilichonis.part.1.tess,113,
0.00273,0.00222,0.00000,0.00034,0.00034,0.00017,0.00051,0.00028,0.00000,0.00000,0.00000,0.00023,0.00011,0.00108,0.00034,0.00188,0.00120,0.00011,,0.00524,,0.00034,0.00023,,,129.06618,17553,3042,tesserae/texts/la/claudian.de_consulatu_stilichonis/claudian.de_consulatu_stilichonis.part.2.tess,136,
0.00159,0.00305,0.00000,0.00062,0.00062,0.00035,0.00062,0.00014,0.00000,0.00000,0.00000,0.00007,0.00007,0.00028,0.00035,0.00201,0.00097,0.00000,,0.00478,,0.00028,0.00014,,,122.44915,14449,2503,tesserae/texts/la/claudian.de_consulatu_stilichonis/claudian.de_consulatu_stilichonis.part.3.tess,118,
0.00236,0.00184,0.00000,0.00047,0.00047,0.00016,0.00028,0.00000,0.00000,0.00000,0.00000,0.00019,0.00009,0.00021,0.00042,0.00145,0.00191,0.00019,,0.00278,,0.00021,0.00007,,,107.69598,42863,7391,tesserae/texts/la/claudian.de_raptu_proserpinae.tess,398,
0.00164,0.00100,0.00000,0.00036,0.00036,0.00000,0.00018,0.00000,0.00000,0.00000,0.00000,0.00009,0.00000,0.00000,0.00027,0.00118,0.00118,0.00045,,0.00345,,0.00027,0.00009,,,141.08974,11005,1854,tesserae/texts/la/claudian.de_raptu_proserpinae/claudian.de_raptu_proserpinae.part.1.tess,78,
0.00229,0.00176,0.00000,0.00052,0.00052,0.00033,0.00013,0.00000,0.00000,0.00000,0.00000,0.00020,0.00013,0.00007,0.00020,0.00163,0.00078,0.00013,,0.00196,,0.00020,0.00007,,,122.49600,15312,2618,tesserae/texts/la/claudian.de_raptu_proserpinae/claudian.de_raptu_proserpinae.part.2.tess,125,
0.00290,0.00248,0.00000,0.00048,0.00048,0.00012,0.00048,0.00000,0.00000,0.00000,0.00000,0.00024,0.00012,0.00048,0.00073,0.00145,0.00344,0.00006,,0.00308,,0.00018,0.00006,,,84.85128,16546,2919,tesserae/texts/la/claudian.de_raptu_proserpinae/claudian.de_raptu_proserpinae.part.3.tess,195,
0.00232,0.00285,0.00000,0.00052,0.00052,0.00022,0.00052,0.00000,0.00000,0.00000,0.00000,0.00015,0.00000,0.00030,0.00007,0.00157,0.00165,0.00030,,0.00360,,0.00022,0.00045,,,93.90141,13334,2334,tesserae/texts/la/claudian.epithalamium_de_nuptiis_honorii_augusti.tess,142,
0.00205,0.00205,0.00000,0.00029,0.00029,0.00010,0.00039,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00029,0.00049,0.00411,0.00049,0.00010,,0.00303,,0.00039,0.00000,,,129.50633,10231,1777,tesserae/texts/la/claudian.in_consulatum_olybrii_et_probini.tess,79,
0.00154,0.00236,0.00005,0.00089,0.00089,0.00030,0.00037,0.00009,0.00000,0.00000,0.00000,0.00041,0.00005,0.00039,0.00062,0.00236,0.00241,0.00023,,0.00371,,0.00030,0.00030,,,98.48307,43628,7633,tesserae/texts/la/claudian.in_eutropium.tess,443,
0.00133,0.00244,0.00011,0.00106,0.00106,0.00021,0.00027,0.00011,0.00000,0.00000,0.00000,0.00037,0.00005,0.00053,0.00069,0.00239,0.00319,0.00032,,0.00329,,0.00037,0.00032,,,98.02083,18820,3290,tesserae/texts/la/claudian.in_eutropium/claudian.in_eutropium.part.1.tess,192,
0.00169,0.00230,0.00000,0.00077,0.00077,0.00036,0.00044,0.00008,0.00000,0.00000,0.00000,0.00044,0.00004,0.00028,0.00056,0.00234,0.00181,0.00016,,0.00403,,0.00024,0.00028,,,98.83665,24808,4343,tesserae/texts/la/claudian.in_eutropium/claudian.in_eutropium.part.2.tess,251,
0.00244,0.00207,0.00000,0.00057,0.00057,0.00023,0.00032,0.00006,0.00000,0.00000,0.00000,0.00017,0.00003,0.00023,0.00060,0.00207,0.00152,0.00011,,0.00304,,0.00032,0.00017,,,104.54655,34814,6065,tesserae/texts/la/claudian.in_rufinum.tess,333,
0.00244,0.00183,0.00000,0.00020,0.00020,0.00007,0.00034,0.00007,0.00000,0.00000,0.00000,0.00000,0.00000,0.00020,0.00068,0.00149,0.00095,0.00007,,0.00271,,0.00020,0.00034,,,117.92000,14740,2552,tesserae/texts/la/claudian.in_rufinum/claudian.in_rufinum.part.1.tess,125,
0.00244,0.00224,0.00000,0.00085,0.00085,0.00035,0.00030,0.00005,0.00000,0.00000,0.00000,0.00030,0.00005,0.00025,0.00055,0.00249,0.00194,0.00015,,0.00329,,0.00040,0.00005,,,96.50962,20074,3513,tesserae/texts/la/claudian.in_rufinum/claudian.in_rufinum.part.2.tess,208,
0.00367,0.00179,0.00000,0.00071,0.00071,0.00008,0.00054,0.00012,0.00000,0.00000,0.00000,0.00012,0.00004,0.00033,0.00079,0.00183,0.00150,0.00012,,0.00329,,0.00029,0.00046,,,104.35652,24002,4198,tesserae/texts/la/claudian.panegyricus_de_quarto_consulatu_honorii_augusti.tess,230,
0.00258,0.00178,0.00000,0.00079,0.00079,0.00008,0.00036,0.00016,0.00000,0.00000,0.00000,0.00024,0.00004,0.00055,0.00044,0.00222,0.00147,0.00016,,0.00341,,0.00016,0.00032,,,132.76842,25226,4354,tesserae/texts/la/claudian.panegyricus_de_sexto_consulatu_honorii_augusti.tess,190,
0.00409,0.00108,0.00000,0.00036,0.00036,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00072,0.00036,0.00325,0.00060,0.00012,,0.00289,,0.00024,0.00000,,,148.53571,8318,1438,tesserae/texts/la/claudian.panegyricus_de_tertio_consulatu_honorii_augusti.tess,56,
0.00243,0.00144,0.00000,0.00099,0.00099,0.00046,0.00053,0.00038,0.00000,0.00000,0.00000,0.00008,0.00008,0.00046,0.00000,0.00167,0.00144,0.00023,,0.00517,,0.00030,0.00000,,,120.77982,13165,2267,tesserae/texts/la/claudian.panegyricus_dictus_manlio_theodoro_consuli.tess,109,
0.00046,0.00427,0.00028,0.00034,0.00034,0.00045,0.00036,0.00052,0.00008,0.00008,0.00001,0.00022,0.00008,0.00185,0.00193,0.00293,0.00008,0.00089,,0.00605,,0.00076,0.00087,,,133.90314,472812,83332,tesserae/texts/la/columella.de_re_rustica.tess,3531,
0.00064,0.00429,0.00023,0.00057,0.00057,0.00047,0.00055,0.00035,0.00004,0.00002,0.00000,0.00012,0.00002,0.00187,0.00148,0.00285,0.00016,0.00111,,0.00691,,0.00086,0.00076,,,175.32734,48741,8331,tesserae/texts/la/columella.de_re_rustica/columella.de_re_rustica.part.1.tess,278,
0.00054,0.00400,0.00028,0.00016,0.00016,0.00049,0.00020,0.00051,0.00013,0.00011,0.00003,0.00021,0.00007,0.00168,0.00227,0.00232,0.00002,0.00075,,0.00603,,0.00067,0.00106,,,146.80096,61216,10777,tesserae/texts/la/columella.de_re_rustica/columella.de_re_rustica.part.2.tess,417,
0.00091,0.00469,0.00039,0.00015,0.00015,0.00031,0.00044,0.00047,0.00005,0.00007,0.00002,0.00011,0.00010,0.00193,0.00163,0.00315,0.00028,0.00127,,0.00681,,0.00052,0.00075,,,165.51081,61239,10580,tesserae/texts/la/columella.de_re_rustica/columella.de_re_rustica.part.3.tess,370,
0.00047,0.00391,0.00032,0.00043,0.00043,0.00034,0.00047,0.00043,0.00016,0.00014,0.00002,0.00031,0.00013,0.00204,0.00198,0.00295,0.00009,0.00063,,0.00625,,0.00128,0.00072,,,131.84561,55507,9624,tesserae/texts/la/columella.de_re_rustica/columella.de_re_rustica.part.4.tess,421,
0.00048,0.00459,0.00018,0.00061,0.00061,0.00041,0.00041,0.00052,0.00007,0.00024,0.00000,0.00011,0.00007,0.00184,0.00197,0.00359,0.00000,0.00042,,0.00560,,0.00050,0.00066,,,106.42353,54276,9838,tesserae/texts/la/columella.de_re_rustica/columella.de_re_rustica.part.5.tess,510,
0.00022,0.00410,0.00038,0.00023,0.00023,0.00052,0.00038,0.00079,0.00005,0.00004,0.00000,0.00014,0.00011,0.00164,0.00242,0.00311,0.00000,0.00078,,0.00471,,0.00078,0.00092,,,117.04863,55364,9976,tesserae/texts/la/columella.de_re_rustica/columella.de_re_rustica.part.6.tess,473,
0.00014,0.00379,0.00032,0.00016,0.00016,0.00039,0.00025,0.00041,0.00014,0.00005,0.00002,0.00037,0.00007,0.00184,0.00207,0.00276,0.00014,0.00122,,0.00515,,0.00076,0.00113,,,124.63897,43499,7752,tesserae/texts/la/columella.de_re_rustica/columella.de_re_rustica.part.7.tess,349,
0.00027,0.00479,0.00014,0.00031,0.00031,0.00067,0.00024,0.00053,0.00002,0.00004,0.00000,0.00033,0.00008,0.00192,0.00165,0.00273,0.00002,0.00120,,0.00685,,0.00075,0.00086,,,123.42131,50973,9096,tesserae/texts/la/columella.de_re_rustica/columella.de_re_rustica.part.8.tess,413,
0.00029,0.00421,0.00026,0.00048,0.00048,0.00052,0.00029,0.00062,0.00002,0.00002,0.00000,0.00029,0.00010,0.00198,0.00183,0.00293,0.00000,0.00069,,0.00605,,0.00071,0.00098,,,139.06291,41997,7358,tesserae/texts/la/columella.de_re_rustica/columella.de_re_rustica.part.9.tess,302,
0.00093,0.00245,0.00001,0.00038,0.00038,0.00014,0.00070,0.00004,0.00000,0.00000,0.00000,0.00047,0.00001,0.00048,0.00032,0.00310,0.00073,0.00021,,0.00185,,0.00026,0.00010,,,70.78796,177607,31607,tesserae/texts/la/corippus.johannis.tess,2509,
0.00186,0.00359,0.00000,0.00014,0.00014,0.00005,0.00082,0.00000,0.00000,0.00000,0.00000,0.00018,0.00005,0.00086,0.00027,0.00254,0.00059,0.00027,,0.00231,,0.00023,0.00014,,,68.42236,22032,3941,tesserae/texts/la/corippus.johannis/corippus.johannis.part.1.tess,322,
0.00064,0.00230,0.00000,0.00016,0.00016,0.00011,0.00037,0.00000,0.00000,0.00000,0.00000,0.00048,0.00000,0.00021,0.00059,0.00331,0.00059,0.00016,,0.00224,,0.00011,0.00005,,,68.53114,18709,3339,tesserae/texts/la/corippus.johannis/corippus.johannis.part.2.tess,273,
0.00068,0.00200,0.00006,0.00040,0.00040,0.00011,0.00051,0.00006,0.00000,0.00000,0.00000,0.00051,0.00000,0.00040,0.00023,0.00239,0.00074,0.00023,,0.00177,,0.00068,0.00011,,,61.76408,17541,3176,tesserae/texts/la/corippus.johannis/corippus.johannis.part.3.tess,284,
0.00123,0.00262,0.00000,0.00053,0.00053,0.00008,0.00103,0.00000,0.00000,0.00000,0.00000,0.00062,0.00000,0.00049,0.00016,0.00328,0.00090,0.00016,,0.00160,,0.00037,0.00004,,,83.51370,24386,4311,tesserae/texts/la/corippus.johannis/corippus.johannis.part.4.tess,292,
0.00040,0.00173,0.00000,0.00050,0.00050,0.00020,0.00054,0.00010,0.00000,0.00000,0.00000,0.00069,0.00000,0.00050,0.00010,0.00366,0.00074,0.00015,,0.00183,,0.00020,0.00005,,,83.46281,20198,3483,tesserae/texts/la/corippus.johannis/corippus.johannis.part.5.tess,242,
0.00061,0.00236,0.00000,0.00041,0.00041,0.00017,0.00061,0.00003,0.00000,0.00000,0.00000,0.00041,0.00000,0.00058,0.00044,0.00263,0.00065,0.00034,,0.00126,,0.00017,0.00010,,,67.46774,29281,5242,tesserae/texts/la/corippus.johannis/corippus.johannis.part.6.tess,434,
0.00097,0.00310,0.00000,0.00058,0.00058,0.00019,0.00092,0.00015,0.00000,0.00000,0.00000,0.00024,0.00000,0.00044,0.00034,0.00305,0.00097,0.00019,,0.00257,,0.00010,0.00015,,,66.58065,20640,3693,tesserae/texts/la/corippus.johannis/corippus.johannis.part.7.tess,310,
